Day,Month,Year,Hour,No Image or Poor Image,Low/Mid Clouds (%),High Cirrus (%),Long-lived Contrails (Count),Contrail-Cirrus (Count),Day Low/Mid,Day Count Cirrs,Day Count Cont LL,Day Count Cont-Cirrus,,,,,,,,,,,,,,,,,,,,
23,11,22,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,11,22,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,11,22,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,11,22,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,11,22,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,11,22,24,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,11,22,23,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,11,22,22,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,11,22,21,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,11,22,20,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,11,22,19,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,11,22,18,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,11,22,17,,0,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,
22,11,22,16,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,11,22,15,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,11,22,14,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,11,22,13,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,11,22,12,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,11,22,11,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,11,22,10,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,11,22,9,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,11,22,8,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,11,22,7,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,11,22,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,11,22,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,11,22,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,11,22,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,11,22,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,11,22,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,11,22,24,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,11,22,23,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,11,22,22,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,11,22,21,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,11,22,20,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,11,22,19,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,11,22,18,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,11,22,17,,0,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,
21,11,22,16,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,11,22,15,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,11,22,14,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,11,22,13,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,11,22,12,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,11,22,11,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,11,22,10,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,11,22,9,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,11,22,8,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,11,22,7,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,11,22,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,11,22,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,11,22,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,11,22,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,11,22,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,11,22,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,11,22,24,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,11,22,23,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,11,22,22,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,11,22,21,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,11,22,20,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,11,22,19,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,11,22,18,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,11,22,17,,0,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,
20,11,22,16,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,11,22,15,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,11,22,14,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,11,22,13,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,11,22,12,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,11,22,11,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,11,22,10,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,11,22,9,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,11,22,8,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,11,22,7,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,11,22,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,11,22,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,11,22,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,11,22,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,11,22,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,11,22,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,11,22,24,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,11,22,23,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,11,22,22,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,11,22,21,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,11,22,20,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,11,22,19,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,11,22,18,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,11,22,17,,0,,,,0,1,0,0,,,,,,,,,,,,,,,,,,,,
19,11,22,16,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,11,22,15,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,11,22,14,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,11,22,13,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,11,22,12,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,11,22,11,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,11,22,10,,0,80,,,,,,,,,,,,,,,,,,,,,,,,,,
19,11,22,9,,0,90,,,,,,,,,,,,,,,,,,,,,,,,,,
19,11,22,8,,0,95,,,,,,,,,,,,,,,,,,,,,,,,,,
19,11,22,7,,0,100,,,,,,,,,,,,,,,,,,,,,,,,,,
19,11,22,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,11,22,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,11,22,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,11,22,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,11,22,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,11,22,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,11,22,24,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,11,22,23,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,11,22,22,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,11,22,21,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,11,22,20,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,11,22,19,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,11,22,18,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,11,22,17,,100,,,,1,0,0,0,,,,,,,,,,,,,,,,,,,,
18,11,22,16,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,11,22,15,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,11,22,14,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,11,22,13,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,11,22,12,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,11,22,11,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,11,22,10,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,11,22,9,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,11,22,8,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,11,22,7,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,11,22,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,11,22,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,11,22,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,11,22,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,11,22,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,11,22,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,11,22,24,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,11,22,23,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,11,22,22,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,11,22,21,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,11,22,20,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,11,22,19,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,11,22,18,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,11,22,17,,30,,,,1,0,0,0,,,,,,,,,,,,,,,,,,,,
17,11,22,16,,90,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,11,22,15,,90,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,11,22,14,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,11,22,13,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,11,22,12,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,11,22,11,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,11,22,10,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,11,22,9,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,11,22,8,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,11,22,7,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,11,22,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,11,22,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,11,22,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,11,22,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,11,22,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,11,22,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,11,22,24,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,11,22,23,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,11,22,22,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,11,22,21,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,11,22,20,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,11,22,19,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,11,22,18,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,11,22,17,,,10,,,1,1,0,0,,,,,,,,,,,,,,,,,,,,
16,11,22,16,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,11,22,15,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,11,22,14,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,11,22,13,,80,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,11,22,12,,90,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,11,22,11,,0,90,,,,,,,,,,,,,,,,,,,,,,,,,,
16,11,22,10,,0,90,,,,,,,,,,,,,,,,,,,,,,,,,,
16,11,22,9,,90,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,11,22,8,,90,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,11,22,7,,90,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,11,22,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,11,22,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,11,22,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,11,22,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,11,22,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,11,22,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,11,22,24,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,11,22,23,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,11,22,22,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,11,22,21,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,11,22,20,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,11,22,19,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,11,22,18,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,11,22,17,,100,,,,1,0,0,0,,,,,,,,,,,,,,,,,,,,
15,11,22,16,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,11,22,15,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,11,22,14,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,11,22,13,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,11,22,12,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,11,22,11,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,11,22,10,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,11,22,9,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,11,22,8,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,11,22,7,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,11,22,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,11,22,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,11,22,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,11,22,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,11,22,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,11,22,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,11,22,24,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,11,22,23,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,11,22,22,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,11,22,21,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,11,22,20,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,11,22,19,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,11,22,18,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,11,22,17,,0,,,,1,1,0,0,,,,,,,,,,,,,,,,,,,,
14,11,22,16,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,11,22,15,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,11,22,14,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,11,22,13,,0,15,,,,,,,,,,,,,,,,,,,,,,,,,,
14,11,22,12,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,11,22,11,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,11,22,10,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,11,22,9,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,11,22,8,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,11,22,7,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,11,22,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,11,22,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,11,22,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,11,22,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,11,22,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,11,22,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,11,22,24,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,11,22,23,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,11,22,22,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,11,22,21,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,11,22,20,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,11,22,19,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,11,22,18,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,11,22,17,,100,,,,1,0,0,0,,,,,,,,,,,,,,,,,,,,
13,11,22,16,,80,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,11,22,15,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,11,22,14,,90,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,11,22,13,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,11,22,12,,95,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,11,22,11,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,11,22,10,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,11,22,9,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,11,22,8,,70,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,11,22,7,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,11,22,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,11,22,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,11,22,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,11,22,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,11,22,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,11,22,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,11,22,24,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,11,22,23,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,11,22,22,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,11,22,21,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,11,22,20,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,11,22,19,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,11,22,18,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,11,22,17,,80,,,,1,1,0,0,,,,,,,,,,,,,,,,,,,,
12,11,22,16,,90,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,11,22,15,,90,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,11,22,14,,0,10,,,,,,,,,,,,,,,,,,,,,,,,,,
12,11,22,13,,0,30,,,,,,,,,,,,,,,,,,,,,,,,,,
12,11,22,12,,0,50,,,,,,,,,,,,,,,,,,,,,,,,,,
12,11,22,11,,0,20,,,,,,,,,,,,,,,,,,,,,,,,,,
12,11,22,10,,0,15,,,,,,,,,,,,,,,,,,,,,,,,,,
12,11,22,9,,0,50,,,,,,,,,,,,,,,,,,,,,,,,,,
12,11,22,8,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
12,11,22,7,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
12,11,22,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,11,22,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,11,22,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,11,22,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,11,22,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,11,22,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,11,22,24,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,11,22,23,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,11,22,22,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,11,22,21,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,11,22,20,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,11,22,19,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,11,22,18,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,11,22,17,,100,,,,1,0,0,0,,,,,,,,,,,,,,,,,,,,
11,11,22,16,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,11,22,15,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,11,22,14,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,11,22,13,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,11,22,12,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,11,22,11,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,11,22,10,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,11,22,9,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,11,22,8,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,11,22,7,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,11,22,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,11,22,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,11,22,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,11,22,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,11,22,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,11,22,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,11,22,24,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,11,22,23,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,11,22,22,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,11,22,21,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,11,22,20,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,11,22,19,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,11,22,18,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,11,22,17,,100,,,,1,1,0,0,,,,,,,,,,,,,,,,,,,,
10,11,22,16,,90,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,11,22,15,,90,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,11,22,14,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,11,22,13,,70,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,11,22,12,,70,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,11,22,11,,0,10,,,,,,,,,,,,,,,,,,,,,,,,,,
10,11,22,10,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,11,22,9,,80,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,11,22,8,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,11,22,7,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,11,22,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,11,22,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,11,22,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,11,22,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,11,22,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,11,22,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,11,22,24,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,11,22,23,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,11,22,22,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,11,22,21,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,11,22,20,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,11,22,19,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,11,22,18,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,11,22,17,,0,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,
9,11,22,16,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,11,22,15,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,11,22,14,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,11,22,13,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,11,22,12,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,11,22,11,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,11,22,10,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,11,22,9,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,11,22,8,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,11,22,7,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,11,22,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,11,22,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,11,22,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,11,22,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,11,22,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,11,22,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,11,22,24,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,11,22,23,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,11,22,22,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,11,22,21,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,11,22,20,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,11,22,19,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,11,22,18,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,11,22,17,,0,,,1,0,1,1,1,,,,,,,,,,,,,,,,,,,,
8,11,22,16,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,11,22,15,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,11,22,14,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,11,22,13,,0,10,,,,,,,,,,,,,,,,,,,,,,,,,,
8,11,22,12,,0,10,3,3,,,,,,,,,,,,,,,,,,,,,,,,
8,11,22,11,,0,50,,3,,,,,,,,,,,,,,,,,,,,,,,,
8,11,22,10,,0,50,,1,,,,,,,,,,,,,,,,,,,,,,,,
8,11,22,9,,0,80,,3,,,,,,,,,,,,,,,,,,,,,,,,
8,11,22,8,,0,60,,5,,,,,,,,,,,,,,,,,,,,,,,,
8,11,22,7,,0,80,1,1,,,,,,,,,,,,,,,,,,,,,,,,
8,11,22,6,,0,30,1,,,,,,,,,,,,,,,,,,,,,,,,,
8,11,22,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,11,22,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
